map_kind,operation,implementation,round,run_cnt,runtime_ns,avg_ns_per_invocation
array,array_lookup,control,20,20000,23830816,1191.540800000
array,array_lookup,real-minus-control,20,20000,0,1.434456000
array,array_update,real,20,20000,238236640,11911.832000000
array,array_update,control,20,20000,17854624,892.731200000
array,array_update,real-minus-control,20,20000,0,11.019100800
percpu_array,array_lookup,real,20,20000,64787872,3239.393600000
percpu_array,array_lookup,control,20,20000,24182656,1209.132800000
percpu_array,array_lookup,real-minus-control,20,20000,0,2.030260800
percpu_array,array_update,real,20,20000,307909408,15395.470400000
percpu_array,array_update,control,20,20000,17283936,864.196800000
percpu_array,array_update,real-minus-control,20,20000,0,14.531273600
hash,hash_lookup,real,20,20000,539865408,26993.270400000
hash,hash_lookup,control,20,20000,23789984,1189.499200000
hash,hash_lookup,real-minus-control,20,20000,0,25.803771200
hash,hash_update,real,20,20000,1854303840,92715.192000000
hash,hash_update,control,20,20000,18948672,947.433600000
hash,hash_update,real-minus-control,20,20000,0,91.767758400
percpu_hash,hash_lookup,real,20,20000,562874560,28143.728000000
percpu_hash,hash_lookup,control,20,20000,36168608,1808.430400000
percpu_hash,hash_lookup,real-minus-control,20,20000,0,26.335297600
percpu_hash,hash_update,real,20,20000,1333536352,66676.817600000
percpu_hash,hash_update,control,20,20000,19281664,964.083200000
percpu_hash,hash_update,real-minus-control,20,20000,0,65.712734400
array,array_lookup,control,21,20000,23783296,1189.164800000
array,array_lookup,real,21,20000,52488960,2624.448000000
array,array_lookup,real-minus-control,21,20000,0,1.435283200
